Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Phalasak, T.",57000204837,An Empirical Evaluation of Natural Language Processing with Cloud Computing Architectures: Case Analysis 11,2023,Expert Syst. Appl.,37,9,,544,555,12,2,10.1016/j.arti.2023.000011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000011&doi=10.1016/j.arti.2023.000011,"Massachusetts Institute of Technology, CSAIL, Cambridge, United States","Phalasak, T., Massachusetts Institute of Technology, CSAIL, Cambridge, United States","The rapid proliferation of data-intensive systems has intensified the need for effective natural language processing within artificial intelligence. In this paper, we propose a novel unified approach integrating cloud computing specifically optimized for cloud infrastructures. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 22.6% and an operational latency reduction of 38.1%. The proposed methodology offers practical system design insights for deploying natural language processing in scalable settings.",natural language processing; transformers; explainable ai; cloud computing,natural language processing; transformers; explainable ai; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, T., Massachusetts Institute of Technology, CSAIL, Cambridge, United States",,Elsevier / IEEE,6718-2127,,,,English,Expert Syst. Ap,Article,Final,Gold,Scopus,2-s2.0-85000000011,Artificial Intelligence
"Surinta, N., Kim, S.",57000385577; 57000395442,Cooperative Multi-Modal Natural Language Processing with Computer Vision for High-Throughput Computing: Case Analysis 12,2023,J. Artif. Intell. Res.,101,6,,417,432,16,8,10.1016/j.arti.2023.000012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000012&doi=10.1016/j.arti.2023.000012,"Technical University of Munich, Department of Informatics, Munich, Germany","Surinta, N., Technical University of Munich, Department of Informatics, Munich, Germany; Kim, S., Technical University of Munich, Department of Informatics, Munich, Germany","The rapid proliferation of data-intensive systems has intensified the need for effective natural language processing within artificial intelligence. In this paper, we propose a novel cooperative approach integrating computer vision specifically optimized for edge devices. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 17.2% and an operational latency reduction of 18.4%. The proposed methodology offers practical system design insights for deploying natural language processing in scalable settings.",natural language processing; reinforcement learning; knowledge graphs; computer vision; software testing,natural language processing; reinforcement learning; knowledge graphs; computer vision; software testing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Surinta, N., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,9280-9004,,,,English,J. Artif. Intel,Article,Final,Green,Scopus,2-s2.0-85000000012,Artificial Intelligence
"Rossi, A., Wang, M., Smith, M.",57000824586; 57000256294; 57000672092,Large Language Models Optimization via Adaptive Cloud Computing in Artificial Intelligence: Case Analysis 13,2024,Artif. Intell.,84,9,,304,324,21,2,10.1016/j.arti.2024.000013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000013&doi=10.1016/j.arti.2024.000013,"Stanford University, Department of Computer Science, Stanford, United States","Rossi, A., Stanford University, Department of Computer Science, Stanford, United States; Wang, M., Stanford University, Department of Computer Science, Stanford, United States; Smith, M., Stanford University, Department of Computer Science, Stanford, United States","The rapid proliferation of data-intensive systems has intensified the need for effective large language models within artificial intelligence. In this paper, we propose a novel adaptive approach integrating cloud computing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 16.3% and an operational latency reduction of 37.7%. The proposed methodology offers practical system design insights for deploying large language models in scalable settings.",large language models; federated learning; cloud computing; machine learning,large language models; federated learning; cloud computing; machine learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, A., Stanford University, Department of Computer Science, Stanford, United States",,Elsevier / IEEE,3088-1685,,,,English,Artif. Intell.,Article,Final,Green,Scopus,2-s2.0-85000000013,Artificial Intelligence
"Anderson, E., Rossi, A., Li, N., Patel, D., Rossi, D.",57000802448; 57000870763; 57000950132; 57000360222; 57000379766,Hierarchical Multi-Modal Artificial Intelligence with Software Testing for High-Throughput Computing: Case Analysis 14,2021,IEEE Trans. Pattern Anal. Mach. Intell.,58,1,,964,978,15,3,10.1016/j.arti.2021.000014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000014&doi=10.1016/j.arti.2021.000014,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Anderson, E., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Rossi, A., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Li, N., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Patel, D., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Rossi, D., Tsinghua University, Department of Computer Science and Technology, Beijing, China","The rapid proliferation of data-intensive systems has intensified the need for effective artificial intelligence within artificial intelligence. In this paper, we propose a novel hierarchical approach integrating software testing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.3% and an operational latency reduction of 21.2%. The proposed methodology offers practical system design insights for deploying artificial intelligence in scalable settings.",artificial intelligence; explainable ai; transformers; software testing,artificial intelligence; explainable ai; transformers; software testing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Anderson, E., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,4269-8541,,,,English,IEEE Trans. Pat,Article,Final,Green,Scopus,2-s2.0-85000000014,Artificial Intelligence
"Watanabe, A., Patel, A., Surinta, M.",57000373903; 57000287241; 57000708792,Efficient Transformers using Cybersecurity for Real-Time Environments: Case Analysis 15,2020,IEEE Trans. Pattern Anal. Mach. Intell.,23,10,,890,908,19,3,10.1016/j.arti.2020.000015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000015&doi=10.1016/j.arti.2020.000015,"National University of Singapore, School of Computing, Singapore","Watanabe, A., National University of Singapore, School of Computing, Singapore; Patel, A., National University of Singapore, School of Computing, Singapore; Surinta, M., National University of Singapore, School of Computing, Singapore","The rapid proliferation of data-intensive systems has intensified the need for effective transformers within artificial intelligence. In this paper, we propose a novel efficient approach integrating cybersecurity specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 16.6% and an operational latency reduction of 34.8%. The proposed methodology offers practical system design insights for deploying transformers in scalable settings.",transformers; few-shot learning; artificial intelligence; cybersecurity,transformers; few-shot learning; artificial intelligence; cybersecurity; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Watanabe, A., National University of Singapore, School of Computing, Singapore",,Elsevier / IEEE,6139-8149,,,,English,IEEE Trans. Pat,Article,Final,None,Scopus,2-s2.0-85000000015,Artificial Intelligence
"Smith, A., Patel, O., Patel, A.",57000989208; 57000230679; 57000854717,Scalable Generative Ai using Cloud Computing for Decentralized Networks: Case Analysis 16,2021,Artif. Intell.,74,5,,837,854,18,17,10.1016/j.arti.2021.000016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000016&doi=10.1016/j.arti.2021.000016,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Smith, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Patel, O., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Patel, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective generative ai within artificial intelligence. In this paper, we propose a novel scalable approach integrating cloud computing specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 24.9% and an operational latency reduction of 35.3%. The proposed methodology offers practical system design insights for deploying generative ai in scalable settings.",generative ai; contrastive learning; cloud computing,generative ai; contrastive learning; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Smith, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,7592-5844,,,,English,Artif. Intell.,Article,Final,None,Scopus,2-s2.0-85000000016,Artificial Intelligence
"Chaiyarongsri, O., Ngamjan-at, C., Nguyen, M.",57000563638; 57000808446; 57000324082,Probabilistic Multi-Modal Transformers with Software Testing for High-Throughput Computing: Case Analysis 17,2024,Neural Networks,111,12,,348,357,10,0,10.1016/j.arti.2024.000017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000017&doi=10.1016/j.arti.2024.000017,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Chaiyarongsri, O., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Ngamjan-at, C., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Nguyen, M., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective transformers within artificial intelligence. In this paper, we propose a novel probabilistic approach integrating software testing specifically optimized for decentralized networks. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 8.5% and an operational latency reduction of 23.3%. The proposed methodology offers practical system design insights for deploying transformers in scalable settings.",transformers; generative ai; software testing; neural networks,transformers; generative ai; software testing; neural networks; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chaiyarongsri, O., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,5649-9445,,,,English,Neural Networks,Article,Final,None,Scopus,2-s2.0-85000000017,Artificial Intelligence
"Ngamjan-at, T., Silva, Z., Petrov, M.",57000618392; 57000519066; 57000355836,Distributed Large Language Models using Optimization for Edge Devices: Case Analysis 18,2023,IEEE Trans. Pattern Anal. Mach. Intell.,106,2,,871,885,15,3,10.1016/j.arti.2023.000018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000018&doi=10.1016/j.arti.2023.000018,"Tsinghua University, Department of Computer Science and Technology, Beijing, China","Ngamjan-at, T., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Silva, Z., Tsinghua University, Department of Computer Science and Technology, Beijing, China; Petrov, M., Tsinghua University, Department of Computer Science and Technology, Beijing, China","The rapid proliferation of data-intensive systems has intensified the need for effective large language models within artificial intelligence. In this paper, we propose a novel distributed approach integrating optimization specifically optimized for edge devices. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 15.8% and an operational latency reduction of 33.1%. The proposed methodology offers practical system design insights for deploying large language models in scalable settings.",large language models; transformers; natural language processing; optimization,large language models; transformers; natural language processing; optimization; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Ngamjan-at, T., Tsinghua University, Department of Computer Science and Technology, Beijing, China",,Elsevier / IEEE,3881-9486,,,,English,IEEE Trans. Pat,Article,Final,Bronze,Scopus,2-s2.0-85000000018,Artificial Intelligence
"Brown, M., Fernandez, N., Watanabe, A.",57000567574; 57000266889; 57000879779,Distributed Multi-Modal Prompt Engineering with Distributed Systems for High-Throughput Computing: Case Analysis 19,2020,Neural Networks,67,5,,507,522,16,4,10.1016/j.arti.2020.000019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000019&doi=10.1016/j.arti.2020.000019,"Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","Brown, M., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Fernandez, N., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand; Watanabe, A., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective prompt engineering within artificial intelligence. In this paper, we propose a novel distributed approach integrating distributed systems specifically optimized for high-performance computing clusters. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 25.6% and an operational latency reduction of 38.7%. The proposed methodology offers practical system design insights for deploying prompt engineering in scalable settings.",prompt engineering; transformers; distributed systems,prompt engineering; transformers; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Brown, M., Kasetsart University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,9540-8939,,,,English,Neural Networks,Article,Final,Gold,Scopus,2-s2.0-85000000019,Artificial Intelligence
"Kumar, Z., Silva, C., Rossi, N.",57000446954; 57000668969; 57000588557,Efficient Multi-Modal Knowledge Graphs with Cloud Computing for High-Throughput Computing: Case Analysis 20,2024,IEEE Trans. Pattern Anal. Mach. Intell.,36,7,,798,805,8,3,10.1016/j.arti.2024.000020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000020&doi=10.1016/j.arti.2024.000020,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Kumar, Z., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Silva, C., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Rossi, N., ETH Zurich, Department of Computer Science, Zurich, Switzerland","The rapid proliferation of data-intensive systems has intensified the need for effective knowledge graphs within artificial intelligence. In this paper, we propose a novel efficient approach integrating cloud computing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 10.3% and an operational latency reduction of 18.3%. The proposed methodology offers practical system design insights for deploying knowledge graphs in scalable settings.",knowledge graphs; large language models; natural language processing; cloud computing,knowledge graphs; large language models; natural language processing; cloud computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kumar, Z., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,7232-8814,,,,English,IEEE Trans. Pat,Article,Final,All Open Access,Scopus,2-s2.0-85000000020,Artificial Intelligence
"Anderson, M., Brown, E., Watanabe, M.",57000233827; 57000752483; 57000660069,Scalable High-Throughput Framework for Natural Language Processing and Distributed Systems Deployment: Case Analysis 21,2022,Neural Networks,85,10,,56,65,10,72,10.1016/j.arti.2022.000021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000021&doi=10.1016/j.arti.2022.000021,"Stanford University, Department of Computer Science, Stanford, United States","Anderson, M., Stanford University, Department of Computer Science, Stanford, United States; Brown, E., Stanford University, Department of Computer Science, Stanford, United States; Watanabe, M., Stanford University, Department of Computer Science, Stanford, United States","The rapid proliferation of data-intensive systems has intensified the need for effective natural language processing within artificial intelligence. In this paper, we propose a novel high-throughput approach integrating distributed systems specifically optimized for real-time environments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 23.1% and an operational latency reduction of 26.5%. The proposed methodology offers practical system design insights for deploying natural language processing in scalable settings.",natural language processing; generative ai; federated learning; distributed systems,natural language processing; generative ai; federated learning; distributed systems; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Anderson, M., Stanford University, Department of Computer Science, Stanford, United States",,Elsevier / IEEE,8022-3223,,,,English,Neural Networks,Article,Final,Bronze,Scopus,2-s2.0-85000000021,Artificial Intelligence
"Smith, F., Wang, N.",57000665621; 57000154615,An Empirical Evaluation of Artificial Intelligence with Edge Computing Architectures: Case Analysis 22,2021,J. Artif. Intell. Res.,93,2,,83,90,8,22,10.1016/j.arti.2021.000022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000022&doi=10.1016/j.arti.2021.000022,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Smith, F., University of Oxford, Department of Computer Science, Oxford, United Kingdom; Wang, N., University of Oxford, Department of Computer Science, Oxford, United Kingdom","The rapid proliferation of data-intensive systems has intensified the need for effective artificial intelligence within artificial intelligence. In this paper, we propose a novel generative approach integrating edge computing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 20.5% and an operational latency reduction of 38.6%. The proposed methodology offers practical system design insights for deploying artificial intelligence in scalable settings.",artificial intelligence; natural language processing; edge computing; optimization,artificial intelligence; natural language processing; edge computing; optimization; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Smith, F., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,5051-4266,,,,English,J. Artif. Intel,Article,Final,All Open Access,Scopus,2-s2.0-85000000022,Artificial Intelligence
"Petrov, M., Taylor, E., Li, D., Surinta, T., Wang, D.",57000703766; 57000810250; 57000493537; 57000515922; 57000849747,An Empirical Evaluation of Transformers with Software Testing Architectures: Case Analysis 23,2026,IEEE Trans. Pattern Anal. Mach. Intell.,85,12,,498,508,11,1,10.1016/j.arti.2026.000023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000023&doi=10.1016/j.arti.2026.000023,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Petrov, M., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Taylor, E., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Li, D., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Surinta, T., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Wang, D., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","The rapid proliferation of data-intensive systems has intensified the need for effective transformers within artificial intelligence. In this paper, we propose a novel automated approach integrating software testing specifically optimized for high-performance computing clusters. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 19.3% and an operational latency reduction of 33.9%. The proposed methodology offers practical system design insights for deploying transformers in scalable settings.",transformers; reinforcement learning; software testing; deep learning,transformers; reinforcement learning; software testing; deep learning; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Petrov, M., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,5941-2983,,,,English,IEEE Trans. Pat,Article,Final,None,Scopus,2-s2.0-85000000023,Artificial Intelligence
"Ngamjan-at, M., Watanabe, M., Petrov, S., Rossi, E., Brown, L.",57000782054; 57000383201; 57000745830; 57000947458; 57000664315,Robust Explainable Ai using Software Testing for Large-Scale Deployments: Case Analysis 24,2025,Neural Networks,69,7,,550,567,18,2,10.1016/j.arti.2025.000024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000024&doi=10.1016/j.arti.2025.000024,"KAIST, School of Computing, Daejeon, South Korea","Ngamjan-at, M., KAIST, School of Computing, Daejeon, South Korea; Watanabe, M., KAIST, School of Computing, Daejeon, South Korea; Petrov, S., KAIST, School of Computing, Daejeon, South Korea; Rossi, E., KAIST, School of Computing, Daejeon, South Korea; Brown, L., KAIST, School of Computing, Daejeon, South Korea","The rapid proliferation of data-intensive systems has intensified the need for effective explainable ai within artificial intelligence. In this paper, we propose a novel robust approach integrating software testing specifically optimized for large-scale deployments. We establish formal theoretical guarantees and design an extensible architecture capable of handling fluctuating workloads. Extensive benchmarking against conventional state-of-the-art baselines shows an accuracy improvement of 21.8% and an operational latency reduction of 17.6%. The proposed methodology offers practical system design insights for deploying explainable ai in scalable settings.",explainable ai; prompt engineering; software testing; edge computing,explainable ai; prompt engineering; software testing; edge computing; Computer Science; Algorithms; Performance evaluation,,,,,National Science Foundation; Research Grants Council,Supported by academic research funding.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Ngamjan-at, M., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,5022-2419,,,,English,Neural Networks,Article,Final,Green,Scopus,2-s2.0-85000000024,Artificial Intelligence
