Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,References,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,Subject
"Phalasak, C., Rossi, A., Chaiyarongsri, T.",57000648177; 57000431737; 57000373432,High-Throughput Explainable Ai Integration with Transfer Learning for Large-Scale Systems: Case Study 11 in Artificial Intelligence,2023,Journal of Artificial Intelligence Research,74,5,,272,293,22,2,10.1016/j.arti.2023.000011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000011&doi=10.1016/j.arti.2023.000011,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Phalasak, C., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Rossi, A., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Chaiyarongsri, T., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Recent advancements in artificial intelligence have demonstrated the critical role of explainable ai in modern computing infrastructures. In this work, we tackle fundamental challenges in transfer learning by proposing an high-throughput framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 14.9% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying explainable ai models in production.",explainable ai; transfer learning; knowledge graphs; reinforcement learning; transformers,machine learning; artificial intelligence; Algorithms; reinforcement learning; generative adversarial networks; knowledge graphs; transformers; transfer learning; Computer Science; explainable ai; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Phalasak, C., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,6718-2127,,,,English,Journal of Arti,Article,Final,Gold,Scopus,2-s2.0-85000000011,Artificial Intelligence
"Li, M., Kim, Z., Chen, O.",57000946305; 57000785743; 57000654634,Probabilistic Neural Networks Integration with Reinforcement Learning for Heterogeneous Architectures: Case Study 12 in Artificial Intelligence,2023,Artificial Intelligence,74,8,,515,536,22,9,10.1016/j.arti.2023.000012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000012&doi=10.1016/j.arti.2023.000012,"Stanford University, Department of Computer Science, Stanford, United States","Li, M., Stanford University, Department of Computer Science, Stanford, United States; Kim, Z., Stanford University, Department of Computer Science, Stanford, United States; Chen, O., Stanford University, Department of Computer Science, Stanford, United States","Recent advancements in artificial intelligence have demonstrated the critical role of neural networks in modern computing infrastructures. In this work, we tackle fundamental challenges in reinforcement learning by proposing an probabilistic framework specifically designed for heterogeneous architectures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 22.4% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying neural networks models in production.",neural networks; reinforcement learning; transfer learning; foundation models; contrastive learning,neural networks; foundation models; Algorithms; reinforcement learning; transformers; transfer learning; Computer Science; contrastive learning; Performance evaluation; federated learning,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Li, M., Stanford University, Department of Computer Science, Stanford, United States",,Elsevier / IEEE,1832-2512,,,,English,Artificial Inte,Article,Final,Bronze,Scopus,2-s2.0-85000000012,Artificial Intelligence
"Zhang, A., Patel, C., Kumar, J., Tanaka, E.",57000877236; 57000563298; 57000678478; 57000839945,Automated Neural Networks Integration with Machine Learning for Real-Time Environments: Case Study 13 in Artificial Intelligence,2024,Artificial Intelligence,111,1,,733,743,11,3,10.1016/j.arti.2024.000013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000013&doi=10.1016/j.arti.2024.000013,"ETH Zurich, Department of Computer Science, Zurich, Switzerland","Zhang, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Patel, C., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Kumar, J., ETH Zurich, Department of Computer Science, Zurich, Switzerland; Tanaka, E., ETH Zurich, Department of Computer Science, Zurich, Switzerland","Recent advancements in artificial intelligence have demonstrated the critical role of neural networks in modern computing infrastructures. In this work, we tackle fundamental challenges in machine learning by proposing an automated framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 13.5% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying neural networks models in production.",neural networks; machine learning; reinforcement learning,neural networks; machine learning; Algorithms; reinforcement learning; supervised learning; Computer Science; deep learning; Performance evaluation; federated learning,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Zhang, A., ETH Zurich, Department of Computer Science, Zurich, Switzerland",,Elsevier / IEEE,5088-2684,,,,English,Artificial Inte,Article,Final,Green,Scopus,2-s2.0-85000000013,Artificial Intelligence
"Rossi, O., Brown, S., Muller, E., Li, N.",57000125990; 57000288073; 57000872343; 57000448321,Hierarchical Explainable Ai Integration with Transfer Learning for Data-Intensive Applications: Case Study 14 in Artificial Intelligence,2021,Journal of Artificial Intelligence Research,38,1,,1352,1362,11,2,10.1016/j.arti.2021.000014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000014&doi=10.1016/j.arti.2021.000014,"KAIST, School of Computing, Daejeon, South Korea","Rossi, O., KAIST, School of Computing, Daejeon, South Korea; Brown, S., KAIST, School of Computing, Daejeon, South Korea; Muller, E., KAIST, School of Computing, Daejeon, South Korea; Li, N., KAIST, School of Computing, Daejeon, South Korea","Recent advancements in artificial intelligence have demonstrated the critical role of explainable ai in modern computing infrastructures. In this work, we tackle fundamental challenges in transfer learning by proposing an hierarchical framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 23.5% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying explainable ai models in production.",explainable ai; transfer learning; large language models; neural networks; knowledge graphs; autonomous systems,neural networks; prompt engineering; Algorithms; knowledge graphs; autonomous systems; large language models; transfer learning; Computer Science; explainable ai; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, O., KAIST, School of Computing, Daejeon, South Korea",,Elsevier / IEEE,7528-6378,,,,English,Journal of Arti,Article,Final,Green,Scopus,2-s2.0-85000000014,Artificial Intelligence
"Tanaka, P., Ngamjan-at, L., Al-Mansoor, A., Kim, C.",57000128941; 57000220944; 57000373903; 57000287241,Automated Deep Learning Integration with Neural Networks for Heterogeneous Architectures: Case Study 15 in Artificial Intelligence,2020,Neural Networks,10,9,,1103,1120,18,2,10.1016/j.arti.2020.000015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000015&doi=10.1016/j.arti.2020.000015,"Technical University of Munich, Department of Informatics, Munich, Germany","Tanaka, P., Technical University of Munich, Department of Informatics, Munich, Germany; Ngamjan-at, L., Technical University of Munich, Department of Informatics, Munich, Germany; Al-Mansoor, A., Technical University of Munich, Department of Informatics, Munich, Germany; Kim, C., Technical University of Munich, Department of Informatics, Munich, Germany","Recent advancements in artificial intelligence have demonstrated the critical role of deep learning in modern computing infrastructures. In this work, we tackle fundamental challenges in neural networks by proposing an automated framework specifically designed for heterogeneous architectures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 20.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying deep learning models in production.",deep learning; neural networks; autonomous systems; supervised learning; generative adversarial networks,neural networks; foundation models; Algorithms; generative adversarial networks; autonomous systems; supervised learning; Computer Science; deep learning; contrastive learning; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Tanaka, P., Technical University of Munich, Department of Informatics, Munich, Germany",,Elsevier / IEEE,4228-6967,,,,English,Neural Networks,Article,Final,Bronze,Scopus,2-s2.0-85000000015,Artificial Intelligence
"Kuson, C.",57000753425,Explainable Transformers Integration with Contrastive Learning for Real-Time Environments: Case Study 16 in Artificial Intelligence,2021,Neural Networks,96,12,,357,373,17,14,10.1016/j.arti.2021.000016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000016&doi=10.1016/j.arti.2021.000016,"University of Oxford, Department of Computer Science, Oxford, United Kingdom","Kuson, C., University of Oxford, Department of Computer Science, Oxford, United Kingdom","Recent advancements in artificial intelligence have demonstrated the critical role of transformers in modern computing infrastructures. In this work, we tackle fundamental challenges in contrastive learning by proposing an explainable framework specifically designed for real-time environments. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 18.7% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying transformers models in production.",transformers; contrastive learning; foundation models,foundation models; Algorithms; generative adversarial networks; autonomous systems; knowledge graphs; transformers; Computer Science; contrastive learning; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Kuson, C., University of Oxford, Department of Computer Science, Oxford, United Kingdom",,Elsevier / IEEE,5930-7653,,,,English,Neural Networks,Article,Final,None,Scopus,2-s2.0-85000000016,Artificial Intelligence
"Chen, D., Silva, N., Chaiyarongsri, O., Ngamjan-at, C.",57000587575; 57000563246; 57000563638; 57000808446,Unified Large Language Models Integration with Machine Learning for Heterogeneous Architectures: Case Study 17 in Artificial Intelligence,2024,IEEE Transactions on Pattern Analysis and Machine Intelligence,41,8,,1252,1272,21,0,10.1016/j.arti.2024.000017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000017&doi=10.1016/j.arti.2024.000017,"Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Chen, D., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Silva, N., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Chaiyarongsri, O., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand; Ngamjan-at, C., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand","Recent advancements in artificial intelligence have demonstrated the critical role of large language models in modern computing infrastructures. In this work, we tackle fundamental challenges in machine learning by proposing an unified framework specifically designed for heterogeneous architectures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 16.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying large language models models in production.",large language models; machine learning; transformers; contrastive learning; generative adversarial networks; deep learning,machine learning; Algorithms; generative adversarial networks; transformers; large language models; Computer Science; deep learning; contrastive learning; explainable ai; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chen, D., Mahasarakham University, Multi-agent and Intelligent Systems Laboratory, Maha Sarakham, Thailand",,Elsevier / IEEE,2193-8461,,,,English,IEEE Transactio,Article,Final,Bronze,Scopus,2-s2.0-85000000017,Artificial Intelligence
"Chaiyarongsri, S., Petrov, Z., Al-Mansoor, F., Al-Mansoor, H.",57000254739; 57000787926; 57000821024; 57000105814,Generative Autonomous Systems Integration with Explainable Ai for Large-Scale Systems: Case Study 18 in Artificial Intelligence,2023,Neural Networks,95,9,,1145,1161,17,4,10.1016/j.arti.2023.000018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000018&doi=10.1016/j.arti.2023.000018,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Chaiyarongsri, S., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Petrov, Z., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Al-Mansoor, F., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Al-Mansoor, H., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Recent advancements in artificial intelligence have demonstrated the critical role of autonomous systems in modern computing infrastructures. In this work, we tackle fundamental challenges in explainable ai by proposing an generative framework specifically designed for large-scale systems. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 26.3% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying autonomous systems models in production.",autonomous systems; explainable ai; large language models,Algorithms; multi-agent systems; autonomous systems; large language models; Computer Science; deep learning; contrastive learning; explainable ai; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Chaiyarongsri, S., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,6198-8251,,,,English,Neural Networks,Article,Final,None,Scopus,2-s2.0-85000000018,Artificial Intelligence
"Fernandez, N., Kim, M., Li, N., Sato, M.",57000371782; 57000888295; 57000359249; 57000980660,Distributed Contrastive Learning Integration with Prompt Engineering for Distributed Networks: Case Study 19 in Artificial Intelligence,2020,IEEE Transactions on Pattern Analysis and Machine Intelligence,27,3,,474,487,14,3,10.1016/j.arti.2020.000019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000019&doi=10.1016/j.arti.2020.000019,"University of Toronto, Department of Computer Science, Toronto, Canada","Fernandez, N., University of Toronto, Department of Computer Science, Toronto, Canada; Kim, M., University of Toronto, Department of Computer Science, Toronto, Canada; Li, N., University of Toronto, Department of Computer Science, Toronto, Canada; Sato, M., University of Toronto, Department of Computer Science, Toronto, Canada","Recent advancements in artificial intelligence have demonstrated the critical role of contrastive learning in modern computing infrastructures. In this work, we tackle fundamental challenges in prompt engineering by proposing an distributed framework specifically designed for distributed networks. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 22.9% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying contrastive learning models in production.",contrastive learning; prompt engineering; explainable ai; transfer learning; multi-agent systems,prompt engineering; Algorithms; multi-agent systems; transformers; transfer learning; Computer Science; contrastive learning; explainable ai; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Fernandez, N., University of Toronto, Department of Computer Science, Toronto, Canada",,Elsevier / IEEE,3503-4505,,,,English,IEEE Transactio,Article,Final,All Open Access,Scopus,2-s2.0-85000000019,Artificial Intelligence
"Patel, A., Nguyen, N., Zhang, S.",57000973349; 57000540552; 57000508396,Unified Few-Shot Learning Integration with Knowledge Graphs for Cloud Infrastructures: Case Study 20 in Artificial Intelligence,2024,Expert Systems with Applications,112,10,,452,466,15,4,10.1016/j.arti.2024.000020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000020&doi=10.1016/j.arti.2024.000020,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Patel, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Nguyen, N., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Zhang, S., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Recent advancements in artificial intelligence have demonstrated the critical role of few-shot learning in modern computing infrastructures. In this work, we tackle fundamental challenges in knowledge graphs by proposing an unified framework specifically designed for cloud infrastructures. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 25.9% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying few-shot learning models in production.",few-shot learning; knowledge graphs; prompt engineering,prompt engineering; Algorithms; Computer Science; knowledge graphs; transformers; supervised learning; few-shot learning; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Patel, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,4595-5471,,,,English,Expert Systems ,Article,Final,Bronze,Scopus,2-s2.0-85000000020,Artificial Intelligence
"Al-Mansoor, C., Kuson, A., Al-Mansoor, N.",57000273061; 57000981334; 57000590094,Robust Foundation Models Integration with Federated Learning for Data-Intensive Applications: Case Study 21 in Artificial Intelligence,2022,Artificial Intelligence,58,6,,434,448,15,105,10.1016/j.arti.2022.000021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000021&doi=10.1016/j.arti.2022.000021,"King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Al-Mansoor, C., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Kuson, A., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand; Al-Mansoor, N., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand","Recent advancements in artificial intelligence have demonstrated the critical role of foundation models in modern computing infrastructures. In this work, we tackle fundamental challenges in federated learning by proposing an robust framework specifically designed for data-intensive applications. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 17.1% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying foundation models models in production.",foundation models; federated learning; artificial intelligence; knowledge graphs,machine learning; artificial intelligence; foundation models; Algorithms; Computer Science; knowledge graphs; autonomous systems; few-shot learning; Performance evaluation; federated learning,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Al-Mansoor, C., King Mongkut's University of Technology Thonburi, Faculty of Information Technology, Bangkok, Thailand",,Elsevier / IEEE,6355-6529,,,,English,Artificial Inte,Article,Final,Bronze,Scopus,2-s2.0-85000000021,Artificial Intelligence
"Rossi, K., Smith, F.",57000120324; 57000885408,Dynamic Supervised Learning Integration with Explainable Ai for Edge Devices: Case Study 22 in Artificial Intelligence,2021,Journal of Artificial Intelligence Research,26,8,,1372,1380,9,18,10.1016/j.arti.2021.000022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000000022&doi=10.1016/j.arti.2021.000022,"Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Rossi, K., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand; Smith, F., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand","Recent advancements in artificial intelligence have demonstrated the critical role of supervised learning in modern computing infrastructures. In this work, we tackle fundamental challenges in explainable ai by proposing an dynamic framework specifically designed for edge devices. Our methodology integrates rigorous algorithmic formulations with extensive experimental profiling. Empirical results on standardized datasets indicate an improvement of 31.3% in throughput and convergence over prior baseline architectures. These findings provide actionable guidelines for practitioners deploying supervised learning models in production.",supervised learning; explainable ai; machine learning,machine learning; artificial intelligence; Algorithms; natural language processing; supervised learning; Computer Science; deep learning; explainable ai; Performance evaluation,,,,,National Science Foundation; European Research Council,This work was supported in part by national research grants.,,,Ref 1; Ref 2; Ref 3; Ref 4,"Rossi, K., Chulalongkorn University, Department of Computer Engineering, Bangkok, Thailand",,Elsevier / IEEE,4571-8619,,,,English,Journal of Arti,Article,Final,Green,Scopus,2-s2.0-85000000022,Artificial Intelligence
